id,gen,matron_id,sire_id,birthdate,genes,name
23000,16,18652,20063,2017-12-01 14:16:04,cc9c 7777 4fff gafg 1164 5555 fc97 4744 78k7 6746 fgfg ccfe,
23001,20,15753,19074,2017-12-01 14:18:23,9acm 568j 272f ggga 4614 5575 ecf9 71b2 77r8 6666 fgga cdcf,
23002,5,22806,22938,2017-12-01 14:18:23,ddcc 6766 2744 f9aa 1411 777k fc9e 1244 6677 7438 d99f adad,
23003,18,17370,14332,2017-12-01 14:18:40,aamm 5656 7a2f gg9g 6466 5555 feec bbbh 8886 848i a9aa efeo,
23004,7,22779,15787,2017-12-01 14:18:40,c9ac 5j88 4a77 fffm 1161 888k 9fcb 677b 6778 7784 ffg9 acfa,
23005,6,20826,20988,2017-12-01 14:18:40,aac9 5888 74a7 a9bp 4111 5555 bd99 11b7 7868 6488 a9dg caee,
23006,16,14864,13739,2017-12-01 14:19:13,9cc9 7877 727a afa9 6616 5555 fceo b2bb 6867 6664 afaa efoc,
23007,0,,,2017-12-01 14:19:13,ddca 5767 7227 abgf 6616 5375 f7cd 6661 6678 3634 ggdg faac,
23008,1,18814,21992,2017-12-01 14:21:00,adcd 7767 a4a7 a9bb 6464 7873 ccff 661b 8888 6633 gdfp bcaa,
23009,15,20048,18829,2017-12-01 14:33:39,a9cc 6568 747a fgaf 1416 5877 77ce 4b14 5567 6836 fgfa afcf,
23010,13,8329,16757,2017-12-01 14:37:08,acca 7557 22af ggfm 4411 8575 eccf 24b1 7768 4484 9gdg fded,
23011,6,22568,22851,2017-12-01 14:37:08,cdcc 5658 7447 99ba 6416 8587 b9ed 2274 7866 7373 faff adea,
23012,19,12191,17615,2017-12-01 14:53:21,a9am 5577 af24 f9gf 6461 5755 ccf7 b7bb 8776 3i66 fggf efof,
23013,17,19879,20206,2017-12-01 14:53:21,9c9c 6j6k 7722 aggp 1616 7757 c7f7 7272 7k76 6788 ggpa fefc,
23014,18,13673,14890,2017-12-01 14:57:12,ccam 67j5 af4f ga9a 1164 7775 c9df 474b 7566 6436 9gg9 efec,
23015,9,17678,20597,2017-12-01 14:57:12,aaam 6878 77ff aapf 1161 875k cfbd 1b77 8786 868k aaa9 fada,
