id,gen,matron_id,sire_id,birthdate,genes,name
13000,12,5205,6836,2017-11-29 20:19:55,caca 8565 772f fgff 1611 5755 cc9e 4114 7868 8733 aggg cdec,
13001,6,12894,10929,2017-11-29 20:20:20,dad9 5858 2427 abab 4166 7887 fb99 11b2 5867 6648 aaga dcad,
13002,17,10927,10914,2017-11-29 20:21:09,9c9c 878k 2f47 fpfa 1141 5757 9ff9 b127 8787 7843 faga fddf,
13003,6,10486,10831,2017-11-29 20:21:09,ca9a 5866 7477 9gpf 4116 7555 dcfe 24b4 777k 6668 fffa eecc,
13004,12,11825,12150,2017-11-29 20:21:09,99ca 6886 24a7 f9gf 1466 5777 cc9c 47b7 8868 6366 gggm deef,
13005,12,4572,7436,2017-11-29 20:21:09,999c 5876 2227 ffgp 1164 5775 e9e9 21bh 7666 4884 aaf9 dcfc,
13006,15,5610,8543,2017-11-29 20:21:23,99ac 7k77 aa27 fpgp 6164 7577 e9fe 1b14 8677 784i ffaa cefe,
13007,0,,,2017-11-29 20:21:23,9dcd 8656 f2f4 bbbf 1141 8785 dcbd 1642 5888 3668 d9fa baea,
13008,10,4994,4975,2017-11-29 20:21:52,a9ac 766k fa7f 9aap 6161 5577 9f7f 1772 7668 4846 99fg effd,
13009,9,4775,5177,2017-11-29 20:22:51,9ccc 7655 2f72 999f 6164 5557 d9ee b1bb 88k8 3448 9agg eeee,
13010,18,10198,10849,2017-11-29 20:23:08,c9cc 8687 2f4f 9ggg 4441 7575 fc7f 1717 877k 8768 afga cdfo,
13011,18,10128,11523,2017-11-29 20:23:08,9ama 7778 f4f4 f99g 6116 7575 eff9 b112 8866 6466 aaaf eecd,
13012,11,4740,8386,2017-11-29 20:23:08,cc99 65k7 74f2 f9am 6411 7757 d9df 1bbh 7668 843k gfpg fddd,
13013,3,11463,11444,2017-11-29 20:23:08,ccca 776k afff gaab 4146 5375 fbfd 4226 688k 8786 affg efea,
13014,10,4583,6163,2017-11-29 20:23:08,c9a9 777j aa44 aggg 1414 5757 fcef 7444 567r 7344 f9ga fece,
13015,10,4515,3690,2017-11-29 20:23:08,c9c9 6687 aa44 aagg 4446 7775 9fo9 74b7 8688 3767 f9aa eede,
13016,10,4426,3720,2017-11-29 20:23:08,ca9a 6657 2444 9fam 1616 5575 f9cc 42bb 78k8 4748 agga deec,
13017,12,4418,4313,2017-11-29 20:23:31,ca9a 6576 a247 a9gf 6466 5577 ffdd 4477 7877 4484 amga eeed,
13018,7,4392,10459,2017-11-29 20:23:31,999m 6677 aa47 gafa 1664 5575 f7d7 4227 868k 778i afff cfee,
13019,15,3203,7386,2017-11-29 20:23:58,9a9c 5757 72ff a9fg 4164 7577 dfod bbb4 7688 4864 ggam eeco,
13020,6,4264,11531,2017-11-29 20:23:58,a9cm 656k 27f7 aggf 6161 7755 dff9 4b41 787k 6338 fggp cfee,
13021,14,9299,2626,2017-11-29 20:24:06,a9a9 6887 4af4 fffa 4644 7575 fdce 4b41 6687 4886 gfgm efef,
13022,10,10719,4936,2017-11-29 20:24:06,9999 8566 2222 f9fp 4444 7575 cedf 4221 77k6 6383 9ama fdef,
13023,13,4087,5378,2017-11-29 20:24:06,cac9 5768 ff77 affa 4464 5555 779e 7b1b 6777 7466 gagp fdcd,
13024,5,12723,11019,2017-11-29 20:24:06,9ddc 8585 4424 99gg 4446 7785 cede 6b46 66k7 6484 9dag efoc,
13025,9,4085,4213,2017-11-29 20:24:29,acac 7875 a4a2 affa 6646 7775 fcff 27bb 7878 7366 ffa9 fddd,
13026,9,4031,3043,2017-11-29 20:24:31,cc9a 7656 2427 gaff 6466 5557 ed9f 2444 886k 463k afaa cfcf,
13027,8,3993,6421,2017-11-29 20:24:48,99am 6557 f747 gfp9 4446 7755 9d9e 4b77 6668 6766 9ffa ccff,
13028,8,12966,12590,2017-11-29 20:24:48,dddd 8558 f77f fgg9 4464 7785 e9e7 b676 687k 4476 ggam ceda,
13029,14,6983,9321,2017-11-29 20:24:55,a9aa 5587 f427 9gfa 1114 7577 c7cf 14b7 7787 8384 faga eofo,
13030,12,6849,7764,2017-11-29 20:24:55,aa9a 588k 747f ggaa 6464 5577 cedf 2127 k56k 788i g9ag ecdc,
13031,11,3984,4025,2017-11-29 20:25:15,a9cc 8885 227f 9gpa 6414 5575 d7dd bb42 8787 3643 aa9a cedd,
13032,4,3976,2513,2017-11-29 20:26:05,aa9c 5557 fff2 agaa 6646 7577 fe9d 4b27 575k 4333 gggf dcfd,
13033,17,3920,8318,2017-11-29 20:26:11,a9aa 5557 f7f2 g9gf 4661 7775 eecf b127 8777 3k34 9ffg eecc,
13034,11,3649,4274,2017-11-29 20:26:11,9c99 5575 4a7a agga 1114 7555 f999 bb27 66k7 7446 ag9a ecee,
13035,13,3627,5481,2017-11-29 20:26:11,9ama 57j7 f42f ffgg 4166 5555 f9cf b474 6686 4764 ggag ceee,
13036,2,3585,2672,2017-11-29 20:26:18,99ca 8765 fa4f faga 6116 7775 7dfd b724 8887 8334 afag cdfd,
13037,6,3572,5218,2017-11-29 20:26:30,aaam 6785 72f2 a9af 1161 7777 efef 4444 878j 7687 ag9g efoc,
13038,8,3319,3636,2017-11-29 20:26:45,9caa 75kk 2224 ffgg 4111 7775 77d7 b47b 7876 7636 99aa cefd,
13039,12,3851,9868,2017-11-29 20:27:49,9a9c 8876 4427 gfgf 4616 7555 fec9 24h2 8758 7748 9ga9 cffd,
13040,2,3259,1274,2017-11-29 20:27:49,c99a 5876 2a27 g9ga 6646 5555 9fce 4712 7867 734k gfgp ffcd,
13041,9,4819,4842,2017-11-29 20:27:49,999a 68k6 7777 agam 4666 5577 7f99 b177 57kj 3648 gag9 dfcd,
13042,18,12789,12733,2017-11-29 20:27:49,cadd 7556 24f7 gabm 6466 785k 779d 612b 768k 8784 9aam bfdd,
13043,5,3105,1016,2017-11-29 20:27:49,c9a9 7578 22a4 gfap 1141 7775 ff7e 4412 8888 4886 aagf fddf,
